 0.2683803,-0.6901134,-1.2390972,-0.7751818,-0.6797530,-0.9034087,-0.2839435,-0.8827546,-1.0124122,-0.7257249, 0.6955194,-1.6647758,-0.1651081, 0.9981295, 0.4313216,-0.4039701, 0.9545443,-1.4673579, 0.3548408,-1.0641475,-0.3542899, 1.1247939, 0.4323085,-0.6723099,-0.3500214,-1.2292596,-0.9575320,-0.6608721,-1.1077488,-1.0727491, 0.5678718, 0.9900628,-0.6872583, 0.7123169,-0.8693436, 0.1992984, 0.7267799,-0.3988921,-0.6307039,-0.9615298,-0.5402674, 0.1645166, 0.3987410, 1.2518462,-0.6285860,-0.6669442,-1.3561028,-0.1285020,-0.4747945, 0.4091340, 0.7345202, 1.0621250,-0.7188559, 0.6153286, 0.2935295,-0.2760055, 0.4598019,-0.6567150,-0.9699247,-0.0052101, 0.2033735,-1.0819528,-0.8841428,-1.0468925
-1.0002431, 0.0250812, 0.5172045,-0.1070890, 0.1244088,-0.2916527,-1.2243531, 0.5636285,-0.3915520,-0.9025250,-0.4755200, 0.1997816,-0.3444880,-0.8876037, 0.4330370, 1.4297868,-0.8171548, 0.1048587,-0.9825374, 1.7500424,-0.2237935,-1.0037409, 0.3204448,-0.5058541, 1.0889090,-0.6798312, 0.1974642,-0.6028606,-0.4937372,-1.6353227, 0.2259624, 0.4939496, 0.2237575,-0.4893223, 0.8249168, 0.2375381,-1.3797483,-0.5954873, 0.0236158,-1.1467608, 0.0478878, 0.8922302,-0.0213130,-1.1277732,-0.0293069,-0.5631033, 0.7181633,-0.6786439, 0.4290134,-0.9559243,-0.0094326,-0.6567164, 0.7651094,-1.0176584, 0.8443334,-0.4186655,-0.9206799,-0.9041334,-0.6806523,-0.6979149,-0.7657887, 0.6537094, 1.0215507,-0.3995892
 0.7525587,-0.3975704, 0.8472175,-0.9605103,-0.5171960, 1.4579281, 0.3817356, 0.0767053, 0.3583256,-1.2497221,-0.8788511,-0.8475387,-1.1178929,-0.4599580,-1.0548305,-0.8828757, 0.5356299,-0.3350091,-0.5607681,-0.4141848,-1.1840673,-0.1144885, 0.0598808,-0.8989991,-1.3225279, 0.1563280, 0.9577774,-0.9051008, 0.5399447, 0.2501077,-1.0781782,-0.9962506,-0.8146338,-1.9342226, 0.0159830, 0.5462247, 0.4475103, 0.6943780,-1.1233666, 0.7207668, 1.1441432,-0.8015948, 0.9044976, 1.0634531, 0.6344766, 0.2089751,-1.4982896, 0.5159987, 0.0959641,-1.3228570,-1.8158395, 0.6758755, 1.8708745,-0.6013373,-0.0546217,-0.7995448, 0.0339268, 0.0773093,-0.1869063,-1.4448600, 0.3653637, 0.2789968,-1.3722368, 0.1605893
-1.1443216,-1.2533180,-0.4245669, 0.0382967, 1.2431837,-0.4440862, 0.1618775,-1.1907855, 0.0397117, 1.6841048, 0.4941022, 0.2742051, 0.8626688,-1.4101928,-0.2409517,-0.4848420, 0.7719576,-0.1325947, 0.4297633,-0.1912437,-0.9914945,-1.0610465,-0.8991531,-1.1070993,-1.2676080,-0.1051205, 0.6115558, 0.0280997,-0.4294442, 0.3890571, 0.4518689,-0.3738759, 0.8345875, 0.0574227, 1.0481534,-1.4506703,-0.6805703,-1.4335046, 0.1379533,-0.3004807,-0.9758255,-1.1096335, 0.7119010, 0.5104812,-0.1983158,-0.7934494,-1.7591410,-0.0601803,-0.9095379,-0.4625964,-1.4015133,-0.9393973,-1.2901936,-0.0009630, 0.0632407,-1.0760177,-0.1637570, 0.6966947,-1.1215247,-1.1929509, 1.0922897,-1.2408229, 1.1415226,-0.2420834
 0.8190584, 0.3772055,-0.4119201,-0.5760699,-0.6979445,-1.2304974,-1.3787499,-0.6527865, 0.2520952,-0.2838156,-1.7060193,-0.4039988, 0.3541442,-0.4667866, 0.7240327,-0.9039606, 0.5572055, 1.2236871, 1.6061976,-0.6707382,-0.9175089,-1.7696011,-0.0339143,-1.1403171, 0.3761783, 1.2426476, 0.3765856, 0.8831858, 1.3013037,-1.7530718,-0.5152907, 0.9707078,-0.7287619, 0.2955073,-0.8957951,-0.2651161,-0.4319520, 1.1636140,-0.6514349, 0.1132780,-0.9194610, 0.3964717,-0.3799243,-0.4045765,-0.6356433, 0.4046329,-0.6297556,-0.4787128,-0.4040742,-1.3445718, 0.4507040,-0.6402955,-0.0428427, 0.0953264,-0.6569780, 0.3648068,-0.2842424,-0.6350903,-0.5301847, 0.5685025,-1.3291787,-0.4814013, 0.7307507,-0.0256823
 0.2531161,-1.6284044, 0.5039231,-0.1226856,-0.1615595,-0.9789923, 0.3535650, 0.5041704,-0.8097734, 1.2107422, 0.6856392, 0.7092892,-0.4452872,-1.0881741,-1.1659292, 0.0151716,-0.8210329,-0.4731102,-0.3367778,-0.4913207, 1.5583725, 0.2258740, 0.6503689,-0.5264854,-0.4262794,-0.7626947,-0.1872069,-0.0337949, 1.0407846,-0.4848217,-0.5711904,-1.9316060,-0.9529232, 0.5161654,-0.1276462, 1.4433885,-0.6879958,-0.3526137,-1.5129296,-0.9741053,-0.4980214, 0.7021780,-0.0448813,-0.7833612,-0.8904437, 0.0072148, 1.2537625, 0.9521057, 1.4751522, 0.4755878, 1.3782294,-1.1495314,-0.7419606, 0.3136530, 1.0968866, 1.2771106,-1.4080607,-0.9067284,-1.0374666, 0.2713648, 1.7435334, 0.5774423, 0.6307460, 1.1686813
 0.1255606, 0.3676827,-1.0019705, 0.5596879,-1.0685799, 0.9885721,-0.8067008, 0.7593237, 0.5340072,-1.1578560, 1.1766075, 0.7445952,-1.0027918, 0.3280338, 0.5373736,-1.2513235, 0.4733185,-0.3895282,-0.3970311,-0.0687657, 0.4172940,-1.5176372, 1.0575854,-0.9545814,-1.5106307, 0.7443559,-1.1766006,-1.3667594,-1.3924158,-0.1337592, 0.4159693,-0.8579621,-0.1733063, 0.7208448,-1.1985502,-0.4755527,-0.5817410, 0.6185388,-0.2544274,-0.9748638,-0.2478233,-0.6727525,-0.6683605,-0.6660080,-0.4656379, 0.5292337, 1.1530259, 0.7496524,-0.4880578,-1.3965840, 0.7875535,-0.0315836,-0.1599618,-1.8978525, 0.4598898,-0.0323584,-0.2077869,-0.3576881, 0.5152717, 0.1705467,-1.2803129, 0.6064491, 0.3857027, 0.5572768
-1.1314954,-0.1755037,-1.7706858,-0.6590590, 0.7216363,-0.3010231, 0.6071118,-1.1557827, 0.8637666,-0.7684250,-0.8114866, 0.5816948, 0.0244120,-1.0785485,-1.5615217,-0.1340146,-0.2139333, 1.6707680,-0.8002115,-0.5069639, 0.7771419, 0.2923997, 0.1020086,-0.4122916, 1.3076567,-0.8298804,-0.0644531,-1.3864242,-1.4045663, 0.3632369, 0.0569064, 0.2114343, 0.4163227,-0.5943651, 0.0981554, 0.5155716, 0.6272630, 0.5000734, 0.3745034, 0.0743695, 0.6862268,-0.7207957,-1.5233104,-0.9824435,-1.4122688, 0.3877186,-1.0466586,-0.6638169, 0.6974897, 1.4020883, 0.6436500,-1.1487434,-0.1664675,-0.1961714, 0.7247658,-0.8162809, 0.5334322,-0.1269500, 0.2069936, 0.3865791,-0.8888104,-0.6268854,-1.0568742, 0.8702854
 0.7745323, 0.4396661, 0.2450473,-0.7897970,-0.7279841,-1.0153228,-1.3561176, 0.8847857,-1.0290012,-2.0288517,-0.6916909, 1.2369219, 1.0985493,-0.5870275,-0.2379331, 0.6688067,-0.9492945,-2.3297546,-0.8310850,-1.4026843,-0.9517997, 0.3458594,-1.1826919,-0.5939426,-0.9653793,-0.8421077, 0.5072037, 0.9915387,-0.7475626,-0.0269947, 0.0942119,-0.0640007,-1.1108737, 0.5332821,-0.6402318,-0.6687566, 0.6064704,-0.9982641, 0.4722099, 0.2991505,-0.6059832, 0.1929008,-0.2681340,-1.6131740,-0.9422240, 0.3673890,-0.5308642,-0.0501732,-1.2266432,-0.7105868,-0.1938454, 0.7521391,-1.7152942, 0.1397074,-0.6476135,-0.2501565,-1.2404630,-0.5331236, 0.0300336,-1.8840632,-1.3456996,-1.5275314,-1.1193601,-0.0288198
-1.9325577,-0.3619410, 1.0221884,-0.9373212, 0.3888780, 0.2838534,-1.7328063,-1.3362465,-0.2452975,-0.1612880,-1.0342017,-0.9458532,-0.7810396, 1.0296894, 1.3115294, 0.6559596, 0.0498390, 1.0067278,-1.0994541, 0.3359181,-1.2655273, 1.2747231,-1.1985510,-1.2884240, 0.4161829,-1.6808848,-0.8179936, 1.3854626, 0.5385763, 0.8564897,-0.5371734,-1.1731046, 0.4309265, 0.6530992,-1.3158916,-1.2033442,-0.8069404,-1.1593520, 0.8116225,-0.1513612, 0.2540182, 0.6385483,-1.0417121, 0.0237580,-0.1389435, 0.2404788, 0.5998694, 0.3519775,-0.2715826,-2.0276478, 0.4355721, 0.4901703,-1.0643326,-0.0669287, 0.8129041,-1.2551675, 0.2948253,-0.2447206,-0.2707820, 0.7384813,-0.4702130,-0.9395742, 0.6920798,-1.2414708
